,basin,Q_P,Q_ET,Q_var,Q_D,year
292,TRF,0.9053140687858415,-0.05043030963354074,345392.42688843224,-0.3667967472163018,2017
293,TRF,0.9287841243382373,-0.1303212527981453,70849.74869179155,-0.18572277204288504,2018
294,TRF,0.9121796225312878,-0.1666193331493429,167037.90090358065,-0.5409155043525012,2019
295,TRF,0.8899521705629886,-0.22522648254537078,21016.179064462467,-0.6196069141124814,2020
296,TRF,0.8709147555119446,-0.3226356077074173,138724.01148503146,-0.6992939300333897,2021
297,TRF,0.9124694490876594,-0.39750317163599846,76665.1451346592,-0.7375619309743886,2022
298,TRF,0.9159314628174784,-0.42206781261533105,219019.0029059451,-0.7136015773230232,2023
299,WFC,0.8134287715055457,-0.7163934859981581,10820.629521194373,-0.7527813223779946,2001
300,WFC,0.8596528301250874,-0.5020725298527158,22202.404792921643,-0.5325658667520407,2002
301,WFC,0.8763586693624408,-0.5006436550833029,37198.38300106614,-0.5871659495490994,2003
302,WFC,0.8885877499077487,-0.5515898864242547,30349.172418510658,-0.630069648236869,2004
303,WFC,0.9030214360921008,-0.527003597882228,88943.13738034137,-0.6071103927556115,2005
